CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
12,1117,30,41065,2,1,"	05","	030","	00581",4,2,11,31,8,2006,2,5,,,,"	01",2691,
12,1117,30,41065,2,1,"	04","	030","	00581",4,2,17,7,11,2000,3,3,,,,"	01",2691,
12,1117,30,41065,2,1,"	03","	030","	00581",3,1,21,31,10,1996,3,3,,,,"	01",2691,
12,1117,30,41065,2,1,"	02","	030","	00581",3,2,39,11,11,1977,3,3,,,,"	01",2691,
12,1117,30,41065,2,1,"	01","	030","	00581",1,2,55,3,12,1961,7,6,3,1,,"	01",2691,8073
12,1117,30,41065,1,1,"	06","	030","	00581",4,1,2,18,12,2014,,,,,,"	03",,
12,1117,30,41065,1,1,"	05","	030","	00581",3,2,15,10,9,2002,3,3,,,,"	03",,
12,1117,30,41065,1,1,"	04","	030","	00581",4,1,17,7,2,2000,3,2,,,,"	03",,
12,1117,30,41065,1,1,"	03","	030","	00581",3,1,21,8,8,1996,7,2,3,,,"	03",,
12,1117,30,41065,1,1,"	02","	030","	00581",2,2,39,12,12,1977,3,3,,,,"	03",,
12,1117,30,41065,1,1,"	01","	030","	00581",1,1,42,21,6,1975,4,3,,1,,"	03",,
12,1117,30,41074,4,1,"	03","	029","	00582",3,1,22,11,10,1995,4,1,,,,"	01",2658,
12,1117,30,41074,1,1,"	01","	029","	00582",1,1,59,20,11,1957,2,6,,,,"	01",2658,
12,1117,30,41074,4,1,"	05","	029","	00582",4,2,24,13,9,1993,7,1,3,,,"	01",2658,
12,1117,30,41074,4,1,"	06","	029","	00582",4,2,14,28,6,2003,3,2,,,,"	01",2658,
12,1117,30,41074,4,1,"	07","	029","	00582",3,2,21,10,11,1996,7,2,3,,,"	01",2658,
12,1117,30,41074,4,1,"	08","	029","	00582",4,2,13,17,2,2004,2,1,,,,"	01",2658,
12,1117,30,41074,4,1,"	09","	029","	00582",2,2,54,25,10,1963,7,4,3,,,"	01",2658,
12,1117,30,41074,2,1,"	02","	029","	00582",3,2,16,29,6,2001,4,2,,,,"	01",2658,
12,1117,30,41074,3,1,"	01","	029","	00582",1,1,77,14,9,1940,2,6,,1,,"	01",2658,5316
12,1117,30,41074,3,1,"	02","	029","	00582",2,2,77,13,5,1940,2,3,,,,"	01",2658,
12,1117,30,41074,5,1,"	01","	029","	00582",1,1,28,14,5,1989,3,3,,1,,"	01",2658,7974
12,1117,30,41074,5,1,"	02","	029","	00582",4,2,34,10,1,1983,4,3,,,,"	01",2658,
12,1117,30,41074,5,1,"	03","	029","	00582",4,1,11,5,10,2006,2,4,,,,"	01",2658,
12,1117,30,41074,5,1,"	04","	029","	00582",4,1,27,22,11,1990,4,3,,,,"	01",2658,
12,1117,30,41074,2,1,"	01","	029","	00582",1,2,46,7,9,1971,3,3,,1,,"	01",2658,2658
12,1117,30,41074,4,1,"	02","	029","	00582",3,1,26,17,5,1991,4,3,,1,,"	01",2658,18606
12,1117,30,41074,4,1,"	01","	029","	00582",1,1,56,21,5,1961,7,4,3,,1,"	01",2658,
12,1117,30,41074,1,1,"	04","	029","	00582",2,2,58,30,3,1959,,,,,,"	01",2658,
12,1117,30,41074,1,1,"	03","	029","	00582",3,1,30,20,10,1987,,,,,,"	01",2658,
12,1117,30,41074,1,1,"	02","	029","	00582",3,1,35,17,9,1982,2,3,,1,,"	01",2658,10632
12,1117,30,41074,4,1,"	04","	029","	00582",4,2,19,26,8,1998,4,3,,,,"	01",2658,
12,1117,30,41080,5,1,"	01","	030","	00583",1,1,32,30,1,1985,9,2,4,,1,"	01",3791,
12,1117,30,41080,5,1,"	02","	030","	00583",2,2,39,22,6,1978,7,4,3,1,,"	01",3791,7582
12,1117,30,41080,5,1,"	03","	030","	00583",3,1,10,17,7,2007,2,4,,,,"	01",3791,
12,1117,30,41080,5,1,"	04","	030","	00583",3,1,6,29,9,2011,1,3,,,,"	01",3791,
12,1117,30,41080,3,1,"	01","	030","	00583",1,1,74,8,7,1943,7,5,3,,,"	01",3791,
12,1117,30,41080,3,1,"	02","	030","	00583",2,2,49,29,11,1967,4,3,,1,,"	01",3791,7582
12,1117,30,41080,3,1,"	03","	030","	00583",3,1,15,10,4,2002,3,3,,,,"	01",3791,
12,1117,30,41086,1,1,"	01","	028","	00584",1,2,77,9,11,1940,,,,1,,"	01",3359,3359
12,1117,30,41086,2,1,"	04","	028","	00584",4,1,12,13,6,2005,2,5,,,,"	01",3359,
12,1117,30,41086,3,1,"	01","	028","	00584",1,2,81,20,6,1936,2,1,,1,,"	01",3359,6718
12,1117,30,41086,3,1,"	02","	028","	00584",3,2,31,4,1,1986,4,2,,,,"	01",3359,
12,1117,30,41086,3,1,"	03","	028","	00584",4,2,12,25,10,2005,2,6,,,,"	01",3359,
12,1117,30,41086,5,1,"	01","	028","	00584",1,1,65,14,1,1952,2,6,,,,"	01",3359,
12,1117,30,41086,5,1,"	02","	028","	00584",3,2,18,15,6,1999,2,6,,,,"	01",3359,
12,1117,30,41086,5,1,"	03","	028","	00584",2,2,62,4,10,1955,,,,1,,"	01",3359,10077
12,1117,30,41086,5,1,"	04","	028","	00584",4,2,4,17,10,2013,,,,,,"	01",3359,
12,1117,30,41086,5,1,"	05","	028","	00584",4,2,4,17,10,2013,,,,,,"	01",3359,
12,1117,30,41086,5,1,"	06","	028","	00584",4,1,1,7,11,2016,,,,,,"	01",3359,
12,1117,30,41086,2,1,"	01","	028","	00584",1,2,50,20,5,1967,2,6,,1,,"	01",3359,6718
12,1117,30,41086,2,1,"	02","	028","	00584",3,1,30,4,5,1987,4,3,,,,"	01",3359,
12,1117,30,41086,2,1,"	03","	028","	00584",4,1,13,7,2,2004,2,6,,,,"	01",3359,
12,1117,30,41086,4,1,"	01","	028","	00584",1,2,60,12,10,1957,2,6,,1,,"	01",3359,3359
12,1117,30,41213,4,1,"	01","	028","	00585",1,2,46,21,9,1971,4,3,,1,,"	01",2772,5544
12,1117,30,41213,3,1,"	01","	028","	00585",1,1,48,30,8,1969,4,3,,1,,"	01",2772,5544
12,1117,30,41213,3,1,"	02","	028","	00585",2,2,57,28,8,1960,3,3,,,,"	01",2772,
12,1117,30,41213,4,1,"	02","	028","	00585",3,1,20,9,10,1997,7,1,3,,,"	01",2772,
12,1117,30,41213,2,1,"	02","	028","	00585",3,1,10,30,9,2007,2,4,,,,"	01",2772,
12,1117,30,41213,2,1,"	01","	028","	00585",1,2,69,24,3,1948,2,6,,1,,"	01",2772,2772
12,1117,30,41234,2,1,"	03","	028","	00586",3,1,15,28,5,2002,3,2,,,,"	01",3425,
12,1117,30,41234,2,1,"	04","	028","	00586",3,1,13,12,11,2004,3,1,,,,"	01",3425,
12,1117,30,41234,2,1,"	05","	028","	00586",3,2,20,5,7,1997,4,3,,,,"	01",3425,
12,1117,30,41234,4,1,"	01","	028","	00586",1,1,46,17,3,1971,4,3,,,,"	01",3425,
12,1117,30,41234,4,1,"	02","	028","	00586",2,2,44,24,11,1973,4,3,,,,"	01",3425,
12,1117,30,41234,4,1,"	03","	028","	00586",3,1,20,20,11,1997,4,3,,,,"	01",3425,
12,1117,30,41234,3,1,"	01","	028","	00586",1,2,60,15,10,1957,4,3,,1,,"	01",3425,10275
12,1117,30,41234,3,1,"	02","	028","	00586",3,2,33,15,12,1983,4,3,,,,"	01",3425,
12,1117,30,41234,3,1,"	03","	028","	00586",3,1,29,16,9,1988,4,3,,,,"	01",3425,
12,1117,30,41234,5,1,"	01","	028","	00586",1,1,34,27,12,1982,3,3,,,1,"	01",3425,
12,1117,30,41234,5,1,"	02","	028","	00586",2,2,31,4,5,1986,3,3,,1,,"	01",3425,6850
12,1117,30,41234,5,1,"	03","	028","	00586",3,1,6,6,7,2011,1,3,,,,"	01",3425,
12,1117,30,41234,4,1,"	04","	028","	00586",3,2,25,12,5,1992,7,4,3,1,,"	01",3425,13700
12,1117,30,41234,2,1,"	02","	028","	00586",2,2,41,28,9,1976,6,3,3,1,,"	01",3425,10275
12,1117,30,41234,2,1,"	01","	028","	00586",1,1,34,19,4,1983,4,3,,,,"	01",3425,
12,1117,30,41234,1,1,"	04","	028","	00586",3,2,23,24,5,1994,4,3,,,,"	01",3425,
12,1117,30,41234,1,1,"	03","	028","	00586",3,1,24,5,4,1993,4,3,,1,,"	01",3425,13700
12,1117,30,41234,4,1,"	05","	028","	00586",3,2,5,24,11,2012,1,1,,,,"	01",3425,
12,1117,30,41234,1,1,"	01","	028","	00586",1,1,50,20,1,1967,2,6,,,,"	01",3425,
12,1117,30,41234,1,1,"	02","	028","	00586",2,2,45,28,2,1972,2,6,,,,"	01",3425,
12,1117,30,41315,4,1,"	01","	028","	00587",1,2,50,8,5,1967,3,3,,,,"	01",2644,
12,1117,30,41315,4,1,"	02","	028","	00587",3,2,32,11,12,1984,3,3,,,,"	01",2644,
12,1117,30,41315,4,1,"	05","	028","	00587",4,2,9,31,10,2008,2,2,,,,"	01",2644,
12,1117,30,41315,4,1,"	03","	028","	00587",3,1,26,9,3,1991,3,3,,1,,"	01",2644,10576
12,1117,30,41315,5,1,"	02","	028","	00587",2,2,46,23,12,1970,,,,1,,"	01",2644,5288
12,1117,30,41315,4,1,"	06","	028","	00587",4,2,28,30,7,1989,3,3,,,,"	01",2644,
12,1117,30,41315,4,1,"	04","	028","	00587",4,1,10,13,6,2007,2,3,,,,"	01",2644,
12,1117,30,41315,5,1,"	01","	028","	00587",1,1,47,23,12,1969,2,6,,,,"	01",2644,
12,1117,30,41315,3,1,"	01","	028","	00587",1,1,37,10,4,1980,2,5,,1,,"	01",2644,2644
12,1117,30,41319,2,1,"	02","	029","	00588",3,2,30,5,12,1986,7,5,3,,,"	01",2688,
12,1117,30,41319,2,1,"	01","	029","	00588",1,1,58,5,1,1959,3,3,,,,"	01",2688,
12,1117,30,41319,4,1,"	04","	029","	00588",3,1,43,15,6,1974,4,3,,,,"	01",2688,
12,1117,30,41319,2,1,"	06","	029","	00588",4,1,8,27,6,2009,2,1,,,,"	01",2688,
12,1117,30,41319,2,1,"	03","	029","	00588",3,2,26,1,1,1991,3,3,,,,"	01",2688,
12,1117,30,41319,2,1,"	04","	029","	00588",3,1,21,30,1,1996,4,3,,1,,"	01",2688,10752
12,1117,30,41319,2,1,"	05","	029","	00588",4,2,10,17,9,2007,2,4,,,,"	01",2688,
12,1117,30,41319,5,1,"	01","	029","	00588",1,2,42,16,3,1975,7,4,3,1,,"	01",2688,2688
12,1117,30,41319,1,1,"	01","	029","	00588",1,1,38,23,8,1979,2,6,,1,,"	01",2688,5376
12,1117,30,41319,1,1,"	02","	029","	00588",2,2,28,3,9,1989,7,4,3,,,"	01",2688,
12,1117,30,41319,1,1,"	03","	029","	00588",3,2,2,31,3,2015,,,,,,"	01",2688,
12,1117,30,41319,4,1,"	01","	029","	00588",1,2,74,11,11,1943,,,,,,"	01",2688,
12,1117,30,41319,4,1,"	03","	029","	00588",3,2,52,10,11,1965,4,3,,1,,"	01",2688,10752
12,1117,30,41319,4,1,"	02","	029","	00588",3,2,40,14,10,1977,4,3,,,,"	01",2688,
12,1117,30,41347,3,1,"	04","	029","	00589",3,2,12,10,12,2004,3,1,,,,"	01",2460,
12,1117,30,41347,3,1,"	02","	029","	00589",3,2,19,27,9,1998,7,1,3,,,"	01",2460,
12,1117,30,41347,3,1,"	01","	029","	00589",1,2,44,24,8,1973,7,4,3,1,,"	01",2460,4920
12,1117,30,41347,4,1,"	04","	029","	00589",3,2,20,4,1,1997,4,1,,,,"	01",2460,
12,1117,30,41347,5,1,"	03","	029","	00589",7,1,24,31,10,1993,7,5,3,,,"	01",2460,
12,1117,30,41347,4,1,"	01","	029","	00589",1,1,65,15,10,1952,6,3,2,,,"	01",2460,
12,1117,30,41347,3,1,"	03","	029","	00589",3,2,16,22,6,2001,4,1,,,,"	01",2460,
12,1117,30,41347,4,1,"	03","	029","	00589",3,1,24,4,11,1993,7,3,3,,,"	01",2460,
12,1117,30,41347,5,1,"	02","	029","	00589",2,2,59,19,10,1958,6,3,2,1,,"	01",2460,7380
12,1117,30,41347,2,1,"	01","	029","	00589",1,1,65,17,6,1952,9,2,4,,,"	01",2460,
12,1117,30,41347,2,1,"	02","	029","	00589",2,2,62,23,8,1955,7,4,3,1,,"	01",2460,4920
12,1117,30,41347,5,1,"	01","	029","	00589",1,1,58,3,4,1959,7,4,3,,,"	01",2460,
12,1117,30,41347,4,1,"	02","	029","	00589",2,2,57,17,4,1960,7,5,3,1,,"	01",2460,9840
12,1117,30,41349,2,1,"	04","	028","	00590",3,1,11,5,6,2006,2,5,,,,"	01",2972,
12,1117,30,41349,2,1,"	03","	028","	00590",3,2,12,27,11,2004,2,5,,,,"	01",2972,
12,1117,30,41349,2,1,"	02","	028","	00590",2,1,20,14,1,1997,2,6,,,,"	01",2972,
12,1117,30,41349,2,1,"	01","	028","	00590",1,2,36,20,2,1981,2,4,,1,,"	01",2972,5944
12,1117,30,41349,4,1,"	06","	028","	00590",4,2,1,28,9,2016,,,,,,"	01",2972,
12,1117,30,41349,4,1,"	05","	028","	00590",4,2,14,22,10,2003,3,2,,,,"	01",2972,
12,1117,30,41349,4,1,"	04","	028","	00590",3,2,30,31,7,1987,3,3,,,,"	01",2972,
12,1117,30,41349,4,1,"	03","	028","	00590",3,1,24,25,9,1993,2,6,,1,,"	01",2972,11888
12,1117,30,41349,4,1,"	02","	028","	00590",2,1,54,22,4,1963,2,6,,,,"	01",2972,
12,1117,30,41349,4,1,"	01","	028","	00590",1,2,57,25,7,1960,,,,,,"	01",2972,
12,1117,30,41349,3,1,"	01","	028","	00590",1,1,28,11,7,1989,3,3,,,1,"	01",2972,
12,1117,30,41349,5,1,"	03","	028","	00590",3,2,1,28,4,2016,,,,,,"	01",2972,
12,1117,30,41349,5,1,"	02","	028","	00590",2,1,28,1,9,1989,6,3,2,,,"	01",2972,
12,1117,30,41349,5,1,"	01","	028","	00590",1,2,27,26,5,1990,4,3,,1,,"	01",2972,5944
12,1117,30,41349,2,1,"	05","	028","	00590",3,2,8,10,8,2009,2,2,,,,"	01",2972,
12,1117,30,41349,3,1,"	02","	028","	00590",3,1,2,12,5,2015,,,,,,"	01",2972,
12,1117,30,41349,3,1,"	03","	028","	00590",2,2,21,7,4,1996,3,3,,1,,"	01",2972,5944
12,1117,30,41350,1,1,"	01","	029","	00591",1,2,66,27,12,1950,2,6,,1,,"	01",2564,5128
12,1117,30,41350,1,1,"	02","	029","	00591",2,1,79,27,11,1937,2,6,,,,"	01",2564,
12,1117,30,41350,3,1,"	01","	029","	00591",1,2,73,20,8,1944,8,2,4,,,"	01",2564,
12,1117,30,41350,3,1,"	02","	029","	00591",4,1,49,15,6,1968,7,4,3,,,"	01",2564,
12,1117,30,41350,3,1,"	03","	029","	00591",4,1,63,4,4,1954,4,3,,1,,"	01",2564,10256
12,1117,30,41350,3,1,"	04","	029","	00591",4,1,44,15,6,1973,7,4,3,,,"	01",2564,
12,1117,30,41350,2,1,"	01","	029","	00591",1,2,83,9,5,1934,3,1,,1,,"	01",2564,7692
12,1117,30,41350,2,1,"	02","	029","	00591",3,1,41,26,2,1976,7,4,3,,,"	01",2564,
12,1117,30,41350,2,1,"	03","	029","	00591",4,2,29,3,7,1988,4,3,,,,"	01",2564,
12,1117,30,41350,2,1,"	04","	029","	00591",4,2,10,9,3,2007,2,3,,,,"	01",2564,
12,1117,30,41350,2,1,"	05","	029","	00591",4,1,5,20,11,2011,1,3,,,,"	01",2564,
12,1117,30,41350,5,1,"	01","	029","	00591",1,2,58,26,9,1959,4,1,,,,"	01",2564,
12,1117,30,41350,5,1,"	02","	029","	00591",3,1,27,27,10,1990,7,3,3,1,,"	01",2564,5128
12,1117,30,41370,3,1,"	01","	030","	00592",1,1,67,13,10,1950,7,4,3,,,"	01",3224,
12,1117,30,41370,3,1,"	02","	030","	00592",2,2,69,31,12,1947,7,5,3,1,,"	01",3224,6448
12,1117,30,41370,2,1,"	03","	030","	00592",3,2,19,15,2,1998,4,2,,1,,"	01",3224,9672
12,1117,30,41370,1,1,"	01","	030","	00592",1,2,22,3,4,1995,6,2,3,1,,"	01",3224,3224
12,1117,30,41370,2,1,"	02","	030","	00592",2,2,45,14,8,1972,4,3,,,,"	01",3224,
12,1117,30,41370,2,1,"	01","	030","	00592",1,1,59,12,1,1958,4,3,,,,"	01",3224,
12,1117,30,41370,4,1,"	02","	030","	00592",2,2,82,26,11,1934,3,3,,1,,"	01",3224,6448
12,1117,30,41370,4,1,"	01","	030","	00592",1,1,83,3,12,1933,4,3,,,,"	01",3224,
12,1117,30,41372,4,1,"	02","	029","	00593",3,1,19,6,9,1998,6,3,3,1,,"	01",2672,5344
12,1117,30,41372,2,1,"	02","	029","	00593",2,2,66,6,12,1950,2,4,,1,,"	01",2672,5344
12,1117,30,41372,5,1,"	01","	029","	00593",1,1,82,3,10,1935,3,3,,1,,"	01",2672,8016
12,1117,30,41372,5,1,"	02","	029","	00593",2,2,69,24,10,1948,2,6,,,,"	01",2672,
12,1117,30,41372,5,1,"	03","	029","	00593",3,1,33,27,1,1984,6,3,3,,,"	01",2672,
12,1117,30,41372,1,1,"	01","	029","	00593",1,2,52,7,10,1965,4,3,,,,"	01",2672,
12,1117,30,41372,1,1,"	02","	029","	00593",4,2,79,19,11,1938,2,6,,1,,"	01",2672,5344
12,1117,30,41372,4,1,"	03","	029","	00593",3,2,13,27,4,2004,3,1,,,,"	01",2672,
12,1117,30,41372,4,1,"	01","	029","	00593",1,2,41,5,5,1976,2,6,,,,"	01",2672,
12,1117,30,41372,2,1,"	01","	029","	00593",1,1,65,12,2,1952,2,4,,,,"	01",2672,
12,1117,30,41375,4,1,"	02","	029","	00594",2,1,45,14,2,1972,3,3,,1,,"	01",1959,3918
12,1117,30,41375,2,1,"	02","	029","	00594",3,1,35,31,12,1981,,,,,,"	01",1959,
12,1117,30,41375,2,1,"	01","	029","	00594",1,2,64,4,3,1953,6,3,3,1,,"	01",1959,3918
12,1117,30,41375,4,1,"	01","	029","	00594",1,2,38,16,9,1979,6,3,2,,,"	01",1959,
12,1117,30,41375,3,1,"	02","	029","	00594",4,1,64,21,9,1953,2,6,,,,"	01",1959,
12,1117,30,41375,3,1,"	01","	029","	00594",1,1,81,19,3,1936,2,6,,1,,"	01",1959,3918
12,1117,30,41375,1,1,"	02","	029","	00594",2,2,41,3,7,1976,7,4,3,,,"	01",1959,
12,1117,30,41375,1,1,"	01","	029","	00594",1,1,46,2,10,1971,3,3,,1,,"	01",1959,3918
12,1117,30,41381,2,1,"	01","	028","	00595",1,1,39,11,12,1977,3,3,,,,"	01",2481,
12,1117,30,41381,1,1,"	01","	028","	00595",1,1,25,13,10,1992,3,3,,1,,"	01",2481,4962
12,1117,30,41381,2,1,"	03","	028","	00595",3,2,17,28,7,2000,4,2,,,,"	01",2481,
12,1117,30,41381,2,1,"	02","	028","	00595",2,2,38,23,5,1979,3,3,,1,,"	01",2481,4962
12,1117,30,41381,1,1,"	02","	028","	00595",2,2,36,26,12,1980,2,6,,,,"	01",2481,
12,1117,30,41381,4,1,"	03","	028","	00595",4,1,7,7,8,2010,1,3,,,,"	01",2481,
12,1117,30,41381,4,1,"	02","	028","	00595",2,2,46,30,1,1971,3,3,,,,"	01",2481,
12,1117,30,41381,4,1,"	01","	028","	00595",1,1,50,30,6,1967,3,3,,1,,"	01",2481,4962
12,1117,30,41381,3,1,"	03","	028","	00595",3,1,30,13,4,1987,3,3,,,,"	01",2481,
12,1117,30,41381,3,1,"	02","	028","	00595",3,2,31,1,1,1986,2,6,,1,,"	01",2481,7443
12,1117,30,41381,3,1,"	01","	028","	00595",1,2,51,19,11,1965,2,6,,,,"	01",2481,
12,1117,30,41387,5,1,"	02","	030","	00596",2,2,60,27,9,1957,2,6,,,,"	01",4017,
12,1117,30,41387,5,1,"	03","	030","	00596",3,2,37,24,6,1980,7,4,3,,,"	01",4017,
12,1117,30,41387,2,1,"	02","	030","	00596",2,2,64,16,3,1953,6,3,2,,,"	01",4017,
12,1117,30,41387,2,1,"	01","	030","	00596",1,1,64,4,2,1953,8,2,5,,,"	01",4017,
12,1117,30,41387,4,1,"	02","	030","	00596",2,2,57,26,11,1959,7,5,3,,,"	03",,
12,1117,30,41387,4,1,"	01","	030","	00596",1,1,59,8,5,1958,7,5,3,1,,"	03",,
12,1117,30,41387,2,1,"	03","	030","	00596",3,1,40,25,3,1977,7,4,3,1,,"	01",4017,12051
12,1117,30,41387,5,1,"	01","	030","	00596",1,1,64,4,5,1953,2,6,,1,,"	01",4017,12051
12,1117,30,41388,5,1,"	01","	028","	00597",1,1,51,17,4,1966,7,4,3,1,,"	01",2291,2291
12,1117,30,41388,4,1,"	01","	028","	00597",1,2,66,30,7,1951,2,6,,1,,"	01",2291,4582
12,1117,30,41388,2,1,"	06","	028","	00597",4,1,70,18,4,1947,,,,,,"	01",2291,
12,1117,30,41388,2,1,"	05","	028","	00597",3,1,47,10,11,1970,2,6,,,,"	01",2291,
12,1117,30,41388,3,1,"	03","	028","	00597",3,1,14,31,10,2003,3,1,,,,"	01",2291,
12,1117,30,41388,3,1,"	02","	028","	00597",2,2,22,22,11,1994,2,6,,1,,"	01",2291,4582
12,1117,30,41388,3,1,"	01","	028","	00597",1,1,42,1,5,1975,,,,,,"	01",2291,
12,1117,30,41388,2,1,"	04","	028","	00597",3,1,39,3,10,1978,3,1,,,,"	01",2291,
12,1117,30,41388,2,1,"	03","	028","	00597",3,1,48,19,3,1969,2,6,,,,"	01",2291,
12,1117,30,41388,2,1,"	02","	028","	00597",4,2,91,10,11,1926,,,,1,,"	01",2291,13746
12,1117,30,41388,2,1,"	01","	028","	00597",1,2,78,26,12,1938,,,,,,"	01",2291,
12,1117,30,41388,1,1,"	04","	028","	00597",3,2,5,13,11,2012,1,1,,,,"	01",2291,
12,1117,30,41388,1,1,"	03","	028","	00597",3,1,6,29,5,2011,1,3,,,,"	01",2291,
12,1117,30,41388,4,1,"	02","	028","	00597",2,1,75,29,3,1942,2,3,,,,"	01",2291,
12,1117,30,41388,1,1,"	01","	028","	00597",1,1,31,4,1,1986,4,3,,,,"	01",2291,
12,1117,30,41388,1,1,"	02","	028","	00597",2,2,23,16,3,1994,3,3,,1,,"	01",2291,4582
12,1117,30,41398,2,1,"	01","	029","	00598",1,2,55,1,1,1962,3,3,,,,"	01",2523,
12,1117,30,41398,2,1,"	02","	029","	00598",3,2,26,26,1,1991,7,2,3,1,,"	01",2523,10092
12,1117,30,41398,2,1,"	03","	029","	00598",3,1,22,5,7,1995,7,2,3,,,"	01",2523,
12,1117,30,41398,2,1,"	04","	029","	00598",2,1,59,28,9,1958,7,2,3,,,"	01",2523,
12,1117,30,41398,1,1,"	01","	029","	00598",1,1,67,15,11,1950,2,6,,1,,"	01",2523,5046
12,1117,30,41398,1,1,"	02","	029","	00598",2,2,60,27,11,1957,4,3,,,,"	01",2523,
12,1117,30,41398,4,1,"	04","	029","	00598",4,2,20,30,7,1997,4,1,,,,"	01",2523,
12,1117,30,41398,5,1,"	02","	029","	00598",4,1,91,18,10,1926,,,,,,"	01",2523,
12,1117,30,41398,5,1,"	03","	029","	00598",2,2,68,17,4,1949,6,3,2,1,,"	01",2523,10092
12,1117,30,41398,5,1,"	04","	029","	00598",3,1,34,10,6,1983,7,5,3,,1,"	01",2523,
12,1117,30,41398,4,1,"	01","	029","	00598",1,1,60,26,6,1957,2,6,,,,"	01",2523,
12,1117,30,41398,4,1,"	02","	029","	00598",2,2,39,28,6,1978,3,3,,1,,"	01",2523,7569
12,1117,30,41398,4,1,"	03","	029","	00598",4,1,14,9,8,2003,3,1,,,,"	01",2523,
12,1117,30,41398,5,1,"	01","	029","	00598",1,1,69,9,10,1948,3,3,,,,"	01",2523,
"	08",1117,31,40018,4,1,"	02","	019","	00599",2,2,42,8,7,1975,3,2,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	08","	019","	00599",4,2,1,19,6,2016,,,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	07","	019","	00599",4,1,3,28,10,2014,,,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	06","	019","	00599",3,2,8,8,10,2009,2,2,,,,"	01",3184,
"	08",1117,31,40018,5,1,"	04","	019","	00599",3,1,9,13,9,2008,2,3,,,,"	01",3184,
"	08",1117,31,40018,5,1,"	03","	019","	00599",3,1,10,1,9,2007,2,4,,,,"	01",3184,
"	08",1117,31,40018,5,1,"	02","	019","	00599",2,1,40,11,7,1977,4,3,,1,,"	01",3184,6368
"	08",1117,31,40018,5,1,"	01","	019","	00599",1,2,32,20,6,1985,4,2,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	05","	019","	00599",3,1,15,11,1,2002,3,1,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	04","	019","	00599",3,2,21,24,7,1996,3,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	03","	019","	00599",3,1,24,2,10,1993,3,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	02","	019","	00599",2,2,50,4,10,1967,2,6,,1,,"	01",3184,12736
"	08",1117,31,40018,1,1,"	01","	019","	00599",1,1,49,14,2,1968,3,3,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	05","	019","	00599",3,2,17,2,11,2000,4,1,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	04","	019","	00599",3,1,21,26,10,1996,3,3,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	03","	019","	00599",3,1,25,23,12,1991,4,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	09","	019","	00599",4,1,,14,7,2017,,,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	01","	019","	00599",1,1,45,30,5,1972,3,1,,1,,"	01",3184,12736
"	08",1117,31,40018,2,1,"	01","	019","	00599",1,1,52,14,5,1965,7,5,3,1,,"	01",3184,12736
"	08",1117,31,40018,2,1,"	02","	019","	00599",2,2,52,12,12,1964,7,5,3,,,"	01",3184,
"	08",1117,31,40018,2,1,"	03","	019","	00599",3,1,28,10,6,1989,7,4,3,,,"	01",3184,
"	08",1117,31,40018,2,1,"	04","	019","	00599",3,2,24,12,5,1993,7,3,3,,,"	01",3184,
"	08",1117,31,40018,5,1,"	05","	019","	00599",3,1,6,23,6,2011,1,3,,,,"	01",3184,
"	08",1117,31,40046,3,1,"	01","	019","	00600",1,1,58,20,4,1959,7,4,3,1,,"	01",2420,2420
"	08",1117,31,40046,1,1,"	01","	019","	00600",1,2,28,20,4,1989,3,3,,1,,"	01",2420,4840
"	08",1117,31,40046,1,1,"	02","	019","	00600",4,1,30,15,3,1987,2,5,,,,"	01",2420,
"	08",1117,31,40046,1,1,"	03","	019","	00600",3,2,9,20,10,2008,2,3,,,,"	01",2420,
"	08",1117,31,40046,1,1,"	04","	019","	00600",3,1,6,20,9,2011,2,1,,,,"	01",2420,
"	08",1117,31,40046,2,1,"	01","	019","	00600",1,1,51,31,10,1966,3,3,,,,"	01",2420,
"	08",1117,31,40046,2,1,"	02","	019","	00600",2,2,40,2,9,1977,3,3,,1,,"	01",2420,4840
"	08",1117,31,40046,2,1,"	03","	019","	00600",3,1,17,19,4,2000,2,6,,,,"	01",2420,
"	08",1117,31,40054,1,1,"	03","	020","	00601",3,2,22,24,3,1995,7,4,3,,,"	01",3108,
"	08",1117,31,40054,1,1,"	02","	020","	00601",2,2,44,13,7,1973,3,3,,,,"	01",3108,
"	08",1117,31,40054,1,1,"	01","	020","	00601",1,1,50,3,12,1966,3,3,,1,,"	01",3108,9324
"	08",1117,31,40054,3,1,"	02","	020","	00601",2,2,48,2,12,1968,3,3,,1,,"	01",3108,15540
