CD_A,PER,ENT,CON,V_SEL,N_HOG,AGEB,UPM,PRO_VIV,R_PRE,FCH_PRE,R_DEF,FCH_DEF,P1,P2,P3,P4,R_INF,R_ELE,FAC
"	07",1117,24,40311,3,1,"	057-1",2402613,"	0051","	01","	08/11/2017","	01","	09/11/2017",2,1,,,"	02","	02",3141
"	07",1117,24,40311,5,1,"	057-1",2402613,"	0008","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	01","	02",3141
"	07",1117,24,40311,2,1,"	057-1",2402613,"	0121","	01","	07/11/2017","	01","	09/11/2017",6,1,,,"	02","	01",3141
"	07",1117,24,40311,1,1,"	057-1",2402613,"	0067","	01","	07/11/2017","	01","	09/11/2017",7,1,,,"	07","	01",3141
"	07",1117,24,40314,3,1,335-5,2401969,"	0057","	01",20/11/2017,"	01",21/11/2017,2,1,,,"	02","	02",3713
"	07",1117,24,40314,5,1,335-5,2401969,"	0017","	01",20/11/2017,"	01",21/11/2017,4,1,,,"	01","	01",3713
"	07",1117,24,40314,4,1,335-5,2401969,"	0036","	01",21/11/2017,"	01",26/11/2017,5,1,,,"	02","	01",3713
"	07",1117,24,40314,1,1,335-5,2401969,"	0066","	01",20/11/2017,"	01",21/11/2017,2,1,,,"	02","	02",3713
"	07",1117,24,40314,2,1,335-5,2401969,"	0100","	01",27/11/2017,"	01",27/11/2017,1,,,,"	01","	01",3713
"	07",1117,24,40338,1,1,189-5,2401000,"	0030","	01",16/11/2017,"	01",17/11/2017,3,1,,,"	01","	01",4018
"	07",1117,24,40338,5,1,189-5,2401000,"	0108","	01",20/11/2017,"	01",21/11/2017,2,1,,,"	01","	01",4018
"	07",1117,24,40338,4,1,189-5,2401000,"	0088","	01",15/11/2017,"	01",28/11/2017,2,1,,,"	01","	02",4018
"	07",1117,24,40338,3,1,189-5,2401000,"	0066","	02",16/11/2017,"	02","	04/12/2017",1,,,,"	01","	01",
"	07",1117,24,40338,2,1,189-5,2401000,"	0025","	01",15/11/2017,"	01",15/11/2017,3,1,,,"	01","	01",4018
"	07",1117,24,40348,1,1,191-2,2401020,"	0067","	01",18/11/2017,"	01","	04/12/2017",6,1,,,"	06","	02",3665
"	07",1117,24,40348,3,1,191-2,2401020,"	0112","	06","	04/12/2017","	06","	04/12/2017",,,,,,,
"	07",1117,24,40348,4,1,191-2,2401020,"	0021","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
"	07",1117,24,40348,5,1,191-2,2401020,"	0042","	01",15/11/2017,"	01",21/11/2017,4,1,,,"	02","	01",3665
"	07",1117,24,40348,2,1,191-2,2401020,"	0092","	01",16/11/2017,"	01",21/11/2017,3,1,,,"	01","	02",3665
"	07",1117,24,40349,1,1,267-7,2401599,"	0163","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	01","	01",5197
"	07",1117,24,40349,5,1,267-7,2401599,"	0020","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	02","	02",5197
"	07",1117,24,40349,3,1,267-7,2401599,"	0135","	01",21/11/2017,"	01",22/11/2017,6,1,,,"	01","	01",5197
"	07",1117,24,40349,2,1,267-7,2401599,"	0105","	01",21/11/2017,"	01",27/11/2017,2,1,,,"	01","	02",5197
"	07",1117,24,40349,4,1,267-7,2401599,"	0075","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	02","	02",5197
"	07",1117,24,40352,3,1,103-3,2402958,"	0060","	01",14/11/2017,"	01",20/11/2017,4,1,,,"	02","	01",3182
"	07",1117,24,40352,5,1,103-3,2402958,"	0089","	06","	04/12/2017","	06","	04/12/2017",,,,,,,
"	07",1117,24,40352,2,1,103-3,2402958,"	0042","	01",14/11/2017,"	01",15/11/2017,3,1,,,"	02","	02",3182
"	07",1117,24,40352,4,1,103-3,2402958,"	0071","	01",16/11/2017,"	01",22/11/2017,2,1,,,"	02","	01",3182
"	07",1117,24,40352,1,1,103-3,2402958,"	0028","	01",18/11/2017,"	01",20/11/2017,3,1,,,"	03","	03",3182
"	07",1117,24,40418,4,1,336-A,2401975,"	0056","	06","	04/12/2017","	06","	04/12/2017",,,,,,,
"	07",1117,24,40418,5,1,336-A,2401975,"	0075","	01",20/11/2017,"	01",24/11/2017,1,,,,"	01","	01",3608
"	07",1117,24,40418,1,1,336-A,2401975,"	0093","	01",22/11/2017,"	01",26/11/2017,4,1,,,"	02","	01",3608
"	07",1117,24,40418,3,1,336-A,2401975,"	0037","	01",18/11/2017,"	01",20/11/2017,5,1,,,"	02","	02",3608
"	07",1117,24,40418,2,1,336-A,2401975,"	0016","	01",17/11/2017,"	01",20/11/2017,2,1,,,"	01","	01",3608
"	07",1117,24,40420,4,1,264-3,2401568,"	0083","	01","	09/11/2017","	01",13/11/2017,2,1,,,"	01","	02",2626
"	07",1117,24,40420,1,1,264-3,2401568,"	0006","	01",18/11/2017,"	01",20/11/2017,1,,,,"	01","	01",2626
"	07",1117,24,40420,3,1,264-3,2401568,"	0098","	01",13/11/2017,"	01",14/11/2017,2,1,,,"	01","	01",2626
"	07",1117,24,40420,2,1,264-3,2401568,"	0027","	07","	04/12/2017","	07","	04/12/2017",,,,,,,
"	07",1117,24,40420,5,1,264-3,2401568,"	0078","	01",14/11/2017,"	01",17/11/2017,4,1,,,"	01","	02",2626
24,1117,25,40006,4,1,647-A,2502477,"	0061","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	01","	01",2143
24,1117,25,40006,5,1,647-A,2502477,"	0011","	01",21/11/2017,"	01",23/11/2017,1,,,,"	01","	01",2143
24,1117,25,40006,2,1,647-A,2502477,"	0043","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	03","	03",2143
24,1117,25,40006,1,1,647-A,2502477,"	0022","	01",21/11/2017,"	01",24/11/2017,6,1,,,"	03","	04",2143
24,1117,25,40006,3,1,647-A,2502477,"	0080","	01","	02/12/2017","	01","	04/12/2017",1,,,,"	01","	01",2143
24,1117,25,40020,2,1,524-0,2502110,"	0040","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	01","	01",1978
24,1117,25,40020,3,1,524-0,2502110,"	0063","	01",15/11/2017,"	01",17/11/2017,4,1,,,"	02","	01",1978
24,1117,25,40020,4,1,524-0,2502110,"	0087","	07",27/11/2017,"	07",28/11/2017,,,,,,,
24,1117,25,40020,5,1,524-0,2502110,"	0106","	01",15/11/2017,"	01",16/11/2017,4,1,,,"	01","	03",1978
24,1117,25,40020,1,1,524-0,2502110,"	0020","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",1978
24,1117,25,40023,3,1,159-1,2501054,"	0095","	07",28/11/2017,"	07",28/11/2017,,,,,,,
24,1117,25,40023,5,1,159-1,2501054,"	0021","	01",28/11/2017,"	01",29/11/2017,3,1,,,"	01","	01",2024
24,1117,25,40023,2,1,159-1,2501054,"	0069","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	02","	01",2024
24,1117,25,40023,1,1,159-1,2501054,"	0043","	01",14/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",2024
24,1117,25,40023,4,1,159-1,2501054,"	0119","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	01","	02",2024
24,1117,25,40037,5,1,381-2,2501649,"	0039","	01","	08/11/2017","	01","	09/11/2017",2,1,,,"	01","	02",2184
24,1117,25,40037,1,1,381-2,2501649,"	0012","	01","	08/11/2017","	01",10/11/2017,4,1,,,"	03","	01",2184
24,1117,25,40037,3,1,381-2,2501649,"	0071","	01","	08/11/2017","	01","	09/11/2017",2,1,,,"	01","	01",2184
24,1117,25,40037,4,1,381-2,2501649,"	0090","	01","	08/11/2017","	01","	09/11/2017",5,1,,,"	02","	02",2184
24,1117,25,40037,2,1,381-2,2501649,"	0052","	01","	08/11/2017","	01",10/11/2017,3,1,,,"	03","	01",2184
24,1117,25,40066,1,1,393-5,2501726,"	0113","	01",13/11/2017,"	01",21/11/2017,3,1,,,"	02","	01",2787
24,1117,25,40066,2,1,393-5,2501726,"	0129","	08",28/11/2017,"	08",28/11/2017,,,,,,,
24,1117,25,40066,3,1,393-5,2501726,"	0001","	01",13/11/2017,"	01",14/11/2017,6,1,,,"	01","	02",2787
24,1117,25,40066,4,1,393-5,2501726,"	0071","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	01","	03",2787
24,1117,25,40066,5,1,393-5,2501726,"	0090","	01",19/11/2017,"	01",22/11/2017,4,1,,,"	01","	02",2787
24,1117,25,40070,4,1,743-A,2502798,"	0066","	01",16/11/2017,"	01",21/11/2017,5,1,,,"	03","	02",1801
24,1117,25,40070,1,1,743-A,2502798,"	0078","	01",16/11/2017,"	01",21/11/2017,4,1,,,"	01","	01",1801
24,1117,25,40070,3,1,743-A,2502798,"	0048","	01",16/11/2017,"	01",17/11/2017,5,1,,,"	02","	02",1801
24,1117,25,40070,5,1,743-A,2502798,"	0020","	01",16/11/2017,"	01",21/11/2017,4,1,,,"	02","	01",1801
24,1117,25,40070,2,1,743-A,2502798,"	0100","	01",16/11/2017,"	01",17/11/2017,3,1,,,"	03","	01",1801
24,1117,25,40094,3,1,410-0,2501819,"	0098","	01","	06/11/2017","	01","	07/11/2017",4,1,,,"	02","	01",2283
24,1117,25,40094,5,1,410-0,2501819,"	0064","	01","	06/11/2017","	01","	07/11/2017",4,1,,,"	01","	01",2283
24,1117,25,40094,2,1,410-0,2501819,"	0033","	01","	08/11/2017","	01","	09/11/2017",2,1,,,"	02","	02",2283
24,1117,25,40094,4,1,410-0,2501819,"	0114","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	01","	02",2283
24,1117,25,40094,1,1,410-0,2501819,"	0021","	01","	06/11/2017","	01","	07/11/2017",7,1,,,"	01","	03",2283
24,1117,25,40117,1,1,579-1,2502290,"	0003","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	01","	02",2316
24,1117,25,40117,2,1,579-1,2502290,"	0096","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	02","	02",2316
24,1117,25,40117,4,1,579-1,2502290,"	0050","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	03","	03",2316
24,1117,25,40117,3,1,579-1,2502290,"	0117","	01","	08/11/2017","	01","	09/11/2017",2,1,,,"	01","	01",2316
24,1117,25,40117,5,1,579-1,2502290,"	0075","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",2316
24,1117,25,40150,2,1,402-6,2501779,"	0007","	01",27/11/2017,"	01","	05/12/2017",4,1,,,"	03","	02",2144
24,1117,25,40150,1,1,402-6,2501779,"	0031","	01",28/11/2017,"	01","	05/12/2017",3,1,,,"	03","	02",2144
24,1117,25,40150,5,1,402-6,2501779,"	0086","	07",28/11/2017,"	07",28/11/2017,,,,,,,
24,1117,25,40150,3,1,402-6,2501779,"	0115","	01",15/11/2017,"	01","	04/12/2017",3,1,,,"	02","	01",2144
24,1117,25,40150,4,1,402-6,2501779,"	0093","	01",23/11/2017,"	01",24/11/2017,3,1,,,"	02","	02",2144
24,1117,25,40151,5,1,644-6,2502469,"	0157","	01",27/11/2017,"	01",28/11/2017,4,1,,,"	01","	01",1976
24,1117,25,40151,3,1,644-6,2502469,"	0097","	01",27/11/2017,"	01",28/11/2017,5,1,,,"	02","	02",1976
24,1117,25,40151,1,1,644-6,2502469,"	0030","	01",27/11/2017,"	01",28/11/2017,2,1,,,"	02","	02",1976
24,1117,25,40151,4,1,644-6,2502469,"	0122","	01",27/11/2017,"	01",28/11/2017,6,1,,,"	02","	03",1976
24,1117,25,40151,2,1,644-6,2502469,"	0058","	01",28/11/2017,"	01",30/11/2017,9,1,,,"	09","	04",1976
24,1117,25,40166,3,1,639-5,2502423,"	0044","	01","	09/11/2017","	01",10/11/2017,4,1,,,"	02","	04",2051
24,1117,25,40166,2,1,639-5,2502423,"	0062","	01","	09/11/2017","	01",13/11/2017,5,1,,,"	04","	01",2051
24,1117,25,40166,4,1,639-5,2502423,"	0089","	01",10/11/2017,"	01",21/11/2017,4,1,,,"	01","	02",2051
24,1117,25,40166,5,1,639-5,2502423,"	0117","	01","	09/11/2017","	01",10/11/2017,4,1,,,"	01","	01",2051
24,1117,25,40166,1,1,639-5,2502423,"	0005","	01",15/11/2017,"	01",21/11/2017,4,1,,,"	02","	03",2051
24,1117,25,40202,1,1,380-8,2501637,"	0090","	01","	07/11/2017","	01","	08/11/2017",4,1,,,"	02","	02",2379
24,1117,25,40202,2,1,380-8,2501637,"	0066","	01","	07/11/2017","	01",10/11/2017,2,1,,,"	01","	02",2379
24,1117,25,40202,5,1,380-8,2501637,"	0045","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	02","	02",2379
24,1117,25,40202,4,1,380-8,2501637,"	0117","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	01","	01",2379
24,1117,25,40202,3,1,380-8,2501637,"	0007","	01","	07/11/2017","	01",13/11/2017,3,1,,,"	03","	01",2379
24,1117,25,40203,1,1,399-2,2501756,"	0014","	01",29/11/2017,"	01","	04/12/2017",4,1,,,"	04","	01",2208
24,1117,25,40203,5,1,399-2,2501756,"	0097","	01",24/11/2017,"	01",27/11/2017,1,,,,"	01","	01",2208
24,1117,25,40203,4,1,399-2,2501756,"	0075","	01",24/11/2017,"	01",27/11/2017,5,1,,,"	01","	04",2208
24,1117,25,40203,3,1,399-2,2501756,"	0055","	01",24/11/2017,"	01",27/11/2017,2,1,,,"	02","	01",2208
24,1117,25,40203,2,1,399-2,2501756,"	0035","	01",24/11/2017,"	01",27/11/2017,4,1,,,"	03","	03",2208
24,1117,25,40262,5,1,433-1,2501909,"	0061","	01",28/11/2017,"	01",30/11/2017,4,1,,,"	02","	04",2192
24,1117,25,40262,3,1,433-1,2501909,"	0053","	01",28/11/2017,"	01",30/11/2017,1,,,,"	01","	01",2192
24,1117,25,40262,2,1,433-1,2501909,"	0029","	01",28/11/2017,"	01",29/11/2017,5,1,,,"	01","	01",2192
24,1117,25,40262,1,1,433-1,2501909,"	0010","	01",28/11/2017,"	01",29/11/2017,5,1,,,"	01","	02",2192
24,1117,25,40262,4,1,433-1,2501909,"	0093","	01",25/11/2017,"	01",27/11/2017,4,1,,,"	02","	01",2192
24,1117,25,40277,4,1,743-A,2502794,"	0036","	01",29/11/2017,"	01",30/11/2017,1,,,,"	01","	01",1978
24,1117,25,40277,3,1,743-A,2502794,"	0105","	01",21/11/2017,"	01",24/11/2017,3,1,,,"	01","	03",1978
24,1117,25,40277,1,1,743-A,2502794,"	0065","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	02","	01",1978
24,1117,25,40277,2,1,743-A,2502794,"	0083","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	01","	01",1978
24,1117,25,40277,5,1,743-A,2502794,"	0058","	01",21/11/2017,"	01",22/11/2017,6,1,,,"	02","	01",1978
24,1117,25,40320,5,1,401-1,2501770,"	0028","	01","	04/12/2017","	01","	05/12/2017",1,,,,"	01","	01",2051
24,1117,25,40320,4,1,401-1,2501770,"	0097","	01",18/11/2017,"	01",21/11/2017,3,1,,,"	01","	01",2051
24,1117,25,40320,3,1,401-1,2501770,"	0125","	01",14/11/2017,"	01",15/11/2017,3,1,,,"	02","	01",2051
24,1117,25,40320,1,1,401-1,2501770,"	0065","	01",13/11/2017,"	01",23/11/2017,4,1,,,"	01","	02",2051
24,1117,25,40320,2,1,401-1,2501770,"	0055","	01",13/11/2017,"	01",15/11/2017,5,1,,,"	04","	01",2051
24,1117,25,40329,3,1,555-6,2502198,"	0094","	01",17/11/2017,"	01",21/11/2017,1,,,,"	01","	01",2007
24,1117,25,40329,1,1,555-6,2502198,"	0017","	01",17/11/2017,"	01",21/11/2017,4,1,,,"	03","	02",2007
24,1117,25,40329,2,1,555-6,2502198,"	0037","	01",17/11/2017,"	01",24/11/2017,6,1,,,"	02","	01",2007
24,1117,25,40329,5,1,555-6,2502198,"	0068","	01",17/11/2017,"	01",29/11/2017,5,1,,,"	01","	02",2007
24,1117,25,40329,4,1,555-6,2502198,"	0113","	01",16/11/2017,"	01",17/11/2017,8,1,,,"	01","	02",2007
24,1117,25,40331,2,1,235-4,2501262,"	0092","	01",13/11/2017,"	01",14/11/2017,5,1,,,"	02","	01",1907
24,1117,25,40331,5,1,235-4,2501262,"	0023","	01",10/11/2017,"	01",13/11/2017,5,1,,,"	03","	03",1907
24,1117,25,40331,4,1,235-4,2501262,"	0041","	01",10/11/2017,"	01",13/11/2017,2,1,,,"	02","	02",1907
24,1117,25,40331,1,1,235-4,2501262,"	0108","	01",10/11/2017,"	01",14/11/2017,2,1,,,"	01","	02",1907
24,1117,25,40331,3,1,235-4,2501262,"	0071","	01",10/11/2017,"	01",14/11/2017,6,1,,,"	04","	03",1907
24,1117,25,40358,5,1,366-8,2501552,"	0132","	01",30/11/2017,"	01",30/11/2017,1,,,,"	01","	01",2606
24,1117,25,40358,4,1,366-8,2501552,"	0004","	01","	06/11/2017","	01","	07/11/2017",4,1,,,"	04","	02",2606
24,1117,25,40358,1,1,366-8,2501552,"	0117","	01","	06/11/2017","	01","	07/11/2017",4,1,,,"	02","	04",2606
24,1117,25,40358,2,1,366-8,2501552,"	0062","	01","	06/11/2017","	01","	09/11/2017",2,1,,,"	01","	01",2606
24,1117,25,40358,3,1,366-8,2501552,"	0109","	01","	06/11/2017","	01","	08/11/2017",5,1,,,"	02","	01",2606
24,1117,25,40370,5,1,204-9,2501198,"	0045","	01",22/11/2017,"	01",24/11/2017,3,1,,,"	01","	02",1793
24,1117,25,40370,2,1,204-9,2501198,"	0094","	01",22/11/2017,"	01",23/11/2017,6,1,,,"	04","	02",1793
24,1117,25,40370,1,1,204-9,2501198,"	0074","	01",22/11/2017,"	01",23/11/2017,2,1,,,"	01","	02",1793
24,1117,25,40370,3,1,204-9,2501198,"	0104","	01",22/11/2017,"	01","	01/12/2017",3,1,,,"	02","	01",1793
24,1117,25,40370,4,1,204-9,2501198,"	0019","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	01","	02",1793
25,1117,26,40010,1,1,339-0,2602215,"	0127","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	02","	02",2470
25,1117,26,40010,2,1,339-0,2602215,"	0007","	01",15/11/2017,"	01",16/11/2017,5,1,,,"	01","	01",2470
25,1117,26,40010,4,1,339-0,2602215,"	0102","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",2470
25,1117,26,40010,5,1,339-0,2602215,"	0140","	01",15/11/2017,"	01",16/11/2017,3,1,,,"	01","	02",2470
25,1117,26,40010,3,1,339-0,2602215,"	0055","	01",17/11/2017,"	01",17/11/2017,3,1,,,"	01","	02",2470
25,1117,26,40067,5,1,295-6,2602004,"	0109","	03",13/11/2017,"	03","	05/12/2017",5,1,,,"	02","	01",
25,1117,26,40067,4,1,295-6,2602004,"	0083","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	01","	01",3162
25,1117,26,40067,3,1,295-6,2602004,"	0062","	01",13/11/2017,"	01",14/11/2017,3,1,,,"	01","	01",3162
25,1117,26,40067,1,1,295-6,2602004,"	0010","	01",13/11/2017,"	01",14/11/2017,5,1,,,"	02","	01",3162
25,1117,26,40067,2,1,295-6,2602004,"	0036","	01",14/11/2017,"	01",15/11/2017,2,1,,,"	01","	01",3162
25,1117,26,40069,5,1,497-1,2602366,"	0040","	01",22/11/2017,"	01",24/11/2017,4,1,,,"	02","	01",2510
25,1117,26,40069,3,1,497-1,2602366,"	0005","	01",22/11/2017,"	01",23/11/2017,4,1,,,"	01","	01",2510
25,1117,26,40069,2,1,497-1,2602366,"	0097","	01",22/11/2017,"	01",23/11/2017,6,1,,,"	02","	01",2510
25,1117,26,40069,1,1,497-1,2602366,"	0074","	01",22/11/2017,"	01","	04/12/2017",4,1,,,"	03","	02",2510
25,1117,26,40069,4,1,497-1,2602366,"	0132","	01",22/11/2017,"	01",23/11/2017,5,1,,,"	02","	02",2510
25,1117,26,40139,5,1,597-A,2602869,"	0130","	01","	06/11/2017","	01","	08/11/2017",6,1,,,"	01","	04",1943
25,1117,26,40139,2,1,597-A,2602869,"	0149","	01","	06/11/2017","	01","	07/11/2017",5,1,,,"	02","	02",1943
25,1117,26,40139,1,1,597-A,2602869,"	0037","	01","	06/11/2017","	01",13/11/2017,5,1,,,"	04","	01",1943
25,1117,26,40139,4,1,597-A,2602869,"	0085","	01","	06/11/2017","	01","	07/11/2017",2,1,,,"	02","	02",1943
25,1117,26,40139,3,1,597-A,2602869,"	0197","	01","	07/11/2017","	01","	08/11/2017",3,1,,,"	01","	01",1943
25,1117,26,40140,4,1,676-6,2603172,"	0099","	05","	05/12/2017","	05","	05/12/2017",,,,,,,
25,1117,26,40140,1,1,676-6,2603172,"	0006","	01",23/11/2017,"	01",24/11/2017,4,1,,,"	02","	01",2562
25,1117,26,40140,3,1,676-6,2603172,"	0072","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	02","	01",2562
25,1117,26,40140,2,1,676-6,2603172,"	0030","	01",23/11/2017,"	01",24/11/2017,6,1,,,"	03","	01",2562
25,1117,26,40140,5,1,676-6,2603172,"	0048","	01",24/11/2017,"	01",29/11/2017,3,1,,,"	01","	01",2562
25,1117,26,40155,3,1,735-5,2603353,"	0157","	01",23/11/2017,"	01",24/11/2017,6,1,,,"	01","	04",2533
25,1117,26,40155,5,1,735-5,2603353,"	0106","	01",23/11/2017,"	01",24/11/2017,5,1,,,"	02","	01",2533
25,1117,26,40155,2,1,735-5,2603353,"	0062","	01",23/11/2017,"	01",24/11/2017,1,,,,"	01","	01",2533
25,1117,26,40155,1,1,735-5,2603353,"	0027","	01",30/11/2017,"	01","	01/12/2017",3,1,,,"	02","	02",2533
25,1117,26,40155,4,1,735-5,2603353,"	0190","	01",23/11/2017,"	01",28/11/2017,3,1,,,"	02","	01",2533
25,1117,26,40156,5,1,179-9,2601478,"	0019","	01","	09/11/2017","	01",10/11/2017,6,2,2,4,"	02","	03",2511
25,1117,26,40156,3,1,179-9,2601478,"	0141","	01","	09/11/2017","	01",10/11/2017,2,1,,,"	02","	02",2511
25,1117,26,40156,2,1,179-9,2601478,"	0083","	01","	09/11/2017","	01",10/11/2017,1,,,,"	01","	01",2511
25,1117,26,40156,4,1,179-9,2601478,"	0053","	07","	09/11/2017","	07",10/11/2017,,,,,,,
25,1117,26,40156,1,1,179-9,2601478,"	0104","	01","	09/11/2017","	01",10/11/2017,3,1,,,"	01","	02",2511
25,1117,26,40192,5,1,645-0,2603087,"	0172","	01",22/11/2017,"	01",28/11/2017,4,1,,,"	02","	01",2035
25,1117,26,40192,2,1,645-0,2603087,"	0223","	01",22/11/2017,"	01",23/11/2017,7,1,,,"	02","	02",2035
25,1117,26,40192,1,1,645-0,2603087,"	0198","	01",22/11/2017,"	01",23/11/2017,3,1,,,"	01","	02",2035
25,1117,26,40192,3,1,645-0,2603087,"	0076","	03",24/11/2017,"	03","	05/12/2017",2,1,,,"	01","	02",
25,1117,26,40192,4,1,645-0,2603087,"	0087","	01",22/11/2017,"	01",27/11/2017,4,1,,,"	01","	02",2035
25,1117,26,40194,1,1,526-A,2602525,"	0096","	01",13/11/2017,"	01",14/11/2017,2,1,,,"	01","	01",2452
25,1117,26,40194,4,1,526-A,2602525,"	0002","	01",10/11/2017,"	01",13/11/2017,2,1,,,"	01","	01",2452
25,1117,26,40194,5,1,526-A,2602525,"	0024","	01","	09/11/2017","	01",10/11/2017,2,1,,,"	02","	02",2452
25,1117,26,40194,3,1,526-A,2602525,"	0052","	01","	09/11/2017","	01",10/11/2017,3,1,,,"	03","	03",2452
25,1117,26,40194,2,1,526-A,2602525,"	0087","	01","	09/11/2017","	01",10/11/2017,6,1,,,"	02","	01",2452
25,1117,26,40212,5,1,665-8,2603123,"	0061","	07","	06/11/2017","	07","	08/11/2017",,,,,,,
25,1117,26,40212,4,1,665-8,2603123,"	0038","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	02","	05",2684
25,1117,26,40212,2,1,665-8,2603123,"	0087","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	01","	02",2684
25,1117,26,40212,1,1,665-8,2603123,"	0097","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	02","	01",2684
25,1117,26,40212,3,1,665-8,2603123,"	0020","	01","	06/11/2017","	01","	09/11/2017",5,1,,,"	05","	02",2684
25,1117,26,40218,5,1,225-0,2601652,"	0091","	01",10/11/2017,"	01",13/11/2017,3,1,,,"	01","	01",2700
25,1117,26,40218,2,1,225-0,2601652,"	0046","	01","	08/11/2017","	01","	09/11/2017",6,1,,,"	02","	02",2700
25,1117,26,40218,1,1,225-0,2601652,"	0002","	01","	08/11/2017","	01","	09/11/2017",8,1,,,"	05","	03",2700
25,1117,26,40218,4,1,225-0,2601652,"	0033","	01","	08/11/2017","	01","	09/11/2017",3,1,,,"	02","	03",2700
25,1117,26,40218,3,1,225-0,2601652,"	0071","	01","	08/11/2017","	01",13/11/2017,3,1,,,"	01","	01",2700
25,1117,26,40236,5,1,622-A,2603021,"	0054","	01",24/11/2017,"	01",30/11/2017,5,1,,,"	01","	02",2371
25,1117,26,40236,1,1,622-A,2603021,"	0017","	01",21/11/2017,"	01",22/11/2017,5,1,,,"	02","	04",2371
25,1117,26,40236,3,1,622-A,2603021,"	0100","	01",21/11/2017,"	01",22/11/2017,4,1,,,"	02","	04",2371
25,1117,26,40236,2,1,622-A,2603021,"	0077","	01",21/11/2017,"	01","	05/12/2017",5,1,,,"	03","	03",2371
25,1117,26,40236,4,1,622-A,2603021,"	0033","	03",21/11/2017,"	03","	05/12/2017",3,1,,,"	03","	01",
25,1117,26,40311,3,1,271-0,2601903,"	0077","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	03","	03",2881
25,1117,26,40311,2,1,271-0,2601903,"	0023","	01",14/11/2017,"	01",15/11/2017,4,1,,,"	02","	01",2881
25,1117,26,40311,4,1,271-0,2601903,"	0034","	01",14/11/2017,"	01",16/11/2017,3,1,,,"	02","	02",2881
25,1117,26,40311,5,1,271-0,2601903,"	0054","	01",14/11/2017,"	01",16/11/2017,4,1,,,"	02","	03",2881
25,1117,26,40311,1,1,271-0,2601903,"	0004","	01",14/11/2017,"	01",16/11/2017,4,1,,,"	01","	03",2881
25,1117,26,40312,4,1,306-6,2602060,"	0040","	01",15/11/2017,"	01",17/11/2017,6,1,,,"	02","	01",2178
25,1117,26,40312,5,1,306-6,2602060,"	0022","	01",16/11/2017,"	01",17/11/2017,4,1,,,"	01","	01",2178
25,1117,26,40312,3,1,306-6,2602060,"	0072","	01",16/11/2017,"	01",21/11/2017,1,,,,"	01","	01",2178
25,1117,26,40312,1,1,306-6,2602060,"	0103","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",2178
25,1117,26,40312,2,1,306-6,2602060,"	0044","	01",15/11/2017,"	01",16/11/2017,1,,,,"	01","	01",2178
25,1117,26,40353,4,1,598-4,2602884,"	0008","	01","	07/11/2017","	01","	09/11/2017",4,1,,,"	01","	02",2504
25,1117,26,40353,2,1,598-4,2602884,"	0042","	01","	08/11/2017","	01","	09/11/2017",1,,,,"	01","	01",2504
25,1117,26,40353,3,1,598-4,2602884,"	0064","	01","	07/11/2017","	01","	08/11/2017",1,,,,"	01","	01",2504
25,1117,26,40353,5,1,598-4,2602884,"	0029","	01","	07/11/2017","	01","	08/11/2017",2,1,,,"	01","	01",2504
25,1117,26,40353,1,1,598-4,2602884,"	0089","	01","	07/11/2017","	01","	08/11/2017",5,1,,,"	01","	01",2504
25,1117,26,40356,2,1,224-6,2601633,"	0053","	01","	08/11/2017","	01","	09/11/2017",5,1,,,"	02","	01",2776
25,1117,26,40356,4,1,224-6,2601633,"	0102","	01","	08/11/2017","	01","	09/11/2017",5,1,,,"	01","	01",2776
